game_id,time,P0_species,P0_Ability,P0_AddToControlGroup,P0_Camera,P0_ControlGroup,P0_GetControlGroup,P0_RightClick,P0_Selection,P0_SetControlGr6oup,P1_species,P1_Ability,P1_AddToControlGroup,P1_Camera,P1_ControlGroup,P1_GetControlGroup,P1_RightClick,P1_Selection,P1_SetControlGr6oup,winner,diff_Ability,diff_AddToControlGroup,diff_Camera,diff_ControlGroup,diff_GetControlGroup,diff_RightClick,diff_Selection,diff_SetControlGr6oup
211,10.37,T,78,0,377,17,87,285,189,3,T,80,1,889,0,76,277,97,3,0,2,1,512,-17,-11,-8,-92,0
212,3.17,Z,12,1,148,0,51,117,44,2,Z,12,0,126,12,454,67,114,0,1,0,-1,-22,12,403,-50,70,-2
213,10.16,Z,61,2,509,0,79,156,245,5,Z,60,0,418,0,211,209,251,7,0,-1,-2,-91,0,132,53,6,2
214,8.52,T,56,0,651,0,12,126,150,2,Z,37,0,627,0,2,139,109,1,0,-19,0,-24,0,-10,13,-41,-1
215,10.17,Z,55,5,976,0,184,305,310,0,Z,81,0,563,0,34,204,234,9,0,26,-5,-413,0,-150,-101,-76,9
216,7.21,Z,34,1,286,0,64,258,122,3,Z,41,11,445,0,46,197,148,3,1,7,10,159,0,-18,-61,26,0
217,9.49,T,40,0,466,0,1,130,74,0,T,27,0,454,0,0,64,77,0,0,-13,0,-12,0,-1,-66,3,0
218,9.59,T,107,0,684,0,807,257,157,17,T,82,5,471,0,201,206,177,1,0,-25,5,-213,0,-606,-51,20,-16
219,8.03,Z,53,0,370,0,11,209,244,2,Z,35,1,395,0,35,240,116,3,1,-18,1,25,0,24,31,-128,1
220,5.25,P,26,0,347,0,4,99,210,2,P,26,1,147,0,5,144,45,2,0,0,1,-200,0,1,45,-165,0
221,9.45,P,87,2,435,0,574,431,72,12,T,106,4,661,0,914,268,282,12,0,19,2,226,0,340,-163,210,0
222,6.08,P,21,1,499,0,4,107,157,3,P,27,4,262,0,2,76,49,0,1,6,3,-237,0,-2,-31,-108,-3
223,9.58,P,53,4,562,0,51,90,80,0,P,25,0,349,0,6,73,55,1,0,-28,-4,-213,0,-45,-17,-25,1
224,5.32,Z,18,0,296,0,537,81,117,7,T,39,3,158,0,317,105,55,6,0,21,3,-138,0,-220,24,-62,-1
225,6.2,T,74,0,309,0,542,225,132,11,P,71,0,269,0,403,258,64,14,0,-3,0,-40,0,-139,33,-68,3
226,2.27,Z,9,0,42,0,0,15,47,0,T,11,0,40,0,81,19,14,1,1,2,0,-2,0,81,4,-33,1
227,9.59,T,150,0,756,0,786,262,253,13,Z,46,0,588,0,0,78,211,0,0,-104,0,-168,0,-786,-184,-42,-13
228,9.41,Z,62,3,330,0,56,91,159,3,T,82,2,385,0,78,119,98,0,0,20,-1,55,0,22,28,-61,-3
229,10.45,Z,57,0,299,0,26,153,212,2,Z,84,0,1094,0,201,175,375,1,1,27,0,795,0,175,22,163,-1
230,9.59,Z,63,7,483,0,101,155,207,4,T,69,5,840,0,92,215,119,1,1,6,-2,357,0,-9,60,-88,-3
231,9.16,T,98,1,458,0,79,435,136,20,Z,64,0,708,0,42,104,178,7,0,-34,-1,250,0,-37,-331,42,-13
232,7.03,T,54,7,413,5,199,147,105,0,Z,31,0,152,0,49,67,132,9,0,-23,-7,-261,-5,-150,-80,27,9
233,7.5,P,56,5,527,0,381,167,66,6,T,74,0,388,0,470,214,161,5,1,18,-5,-139,0,89,47,95,-1
234,9.58,Z,52,0,186,0,0,40,220,0,T,22,0,358,0,0,19,67,0,0,-30,0,172,0,0,-21,-153,0
235,8.5,Z,52,0,350,0,601,128,142,7,P,51,0,540,0,210,295,184,11,0,-1,0,190,0,-391,167,42,4
236,9.59,Z,50,0,427,0,21,84,170,4,T,51,0,917,0,0,61,78,0,0,1,0,490,0,-21,-23,-92,-4
237,3.44,T,7,0,105,0,0,12,14,0,Z,11,0,105,0,124,20,48,4,1,4,0,0,0,124,8,34,4
238,9.58,T,92,0,530,0,2,191,214,1,T,69,0,407,0,33,78,105,6,0,-23,0,-123,0,31,-113,-109,5
239,7.33,P,41,7,364,0,247,220,194,0,T,54,7,270,0,490,240,141,1,1,13,0,-94,0,243,20,-53,1
240,9.59,Z,86,8,452,0,585,249,342,4,Z,87,0,643,6,385,250,498,1,1,1,-8,191,6,-200,1,156,-3
241,9.58,Z,74,0,408,0,77,270,189,7,T,83,6,476,0,482,258,143,3,0,9,6,68,0,405,-12,-46,-4
242,9.59,T,126,3,452,0,634,344,145,14,T,87,5,392,0,761,158,125,7,0,-39,2,-60,0,127,-186,-20,-7
243,9.59,Z,69,4,308,0,79,193,202,4,T,78,0,207,12,38,165,100,0,0,9,-4,-101,12,-41,-28,-102,-4
244,8.33,Z,45,3,468,0,69,20,148,4,T,58,0,796,0,0,46,146,0,1,13,-3,328,0,-69,26,-2,-4
245,8.55,Z,109,9,440,0,248,197,221,7,T,91,0,588,0,141,257,142,10,0,-18,-9,148,0,-107,60,-79,3
246,9.59,T,75,8,461,0,329,103,371,1,T,86,0,306,0,572,229,192,19,0,11,-8,-155,0,243,126,-179,18
247,10.37,Z,63,4,673,0,42,163,239,1,T,70,14,951,0,13,272,215,1,1,7,10,278,0,-29,109,-24,0
248,9.55,P,69,2,599,0,21,159,108,1,T,101,2,362,0,825,278,171,19,1,32,0,-237,0,804,119,63,18
249,4.2,Z,20,5,106,0,25,44,118,0,Z,21,0,216,4,13,39,67,0,1,1,-5,110,4,-12,-5,-51,0
250,1.46,T,6,0,23,0,0,4,12,0,P,10,0,81,0,26,55,12,4,1,4,0,58,0,26,51,0,4
251,3.56,Z,17,0,258,0,51,77,52,3,Z,17,0,202,0,11,43,53,4,0,0,0,-56,0,-40,-34,1,1
252,3.28,Z,11,3,185,0,4,11,42,0,Z,14,1,111,0,16,48,56,2,1,3,-2,-74,0,12,37,14,2
253,7.14,T,22,0,467,0,0,64,44,0,T,34,0,134,0,3,32,45,6,1,12,0,-333,0,3,-32,1,6
254,7.04,T,61,0,426,0,35,192,106,4,T,34,0,532,0,0,112,63,0,0,-27,0,106,0,-35,-80,-43,-4
255,4.02,P,17,0,119,0,277,50,100,10,Z,23,0,145,0,15,20,73,1,1,6,0,26,0,-262,-30,-27,-9
256,9.59,P,50,2,290,0,24,156,87,3,Z,43,0,540,0,37,270,202,10,0,-7,-2,250,0,13,114,115,7
257,9.59,P,68,4,579,0,41,323,143,6,P,62,0,642,0,40,409,117,4,1,-6,-4,63,0,-1,86,-26,-2
258,5.12,P,14,0,356,0,0,18,25,0,P,17,2,514,0,3,156,25,2,1,3,2,158,0,3,138,0,2
259,5.02,Z,19,1,571,0,672,63,73,4,P,19,1,292,0,11,168,51,4,0,0,0,-279,0,-661,105,-22,0
260,9.59,Z,69,6,288,0,41,189,206,2,T,42,3,537,0,5,52,63,1,0,-27,-3,249,0,-36,-137,-143,-1
261,6.21,Z,40,4,257,0,111,168,215,1,Z,41,0,274,0,85,71,201,5,1,1,-4,17,0,-26,-97,-14,4
262,6.47,Z,37,1,206,0,293,130,145,6,T,55,4,442,0,73,129,105,5,1,18,3,236,0,-220,-1,-40,-1
263,9.59,T,70,3,819,0,119,116,157,0,P,57,2,705,0,19,140,45,0,0,-13,-1,-114,0,-100,24,-112,0
264,3.24,T,15,0,110,0,15,53,21,3,Z,10,1,231,0,14,20,43,1,1,-5,1,121,0,-1,-33,22,-2
265,8.13,Z,54,7,480,1,96,346,205,13,T,136,10,286,0,193,303,171,13,1,82,3,-194,-1,97,-43,-34,0
266,9.58,Z,57,0,430,0,0,270,227,0,T,91,0,771,0,61,171,79,15,0,34,0,341,0,61,-99,-148,15
267,8.52,T,70,5,799,0,13,156,114,0,Z,54,0,512,0,220,301,151,14,1,-16,-5,-287,0,207,145,37,14
268,9.22,P,68,6,376,0,213,255,290,1,Z,73,0,601,0,118,127,213,12,0,5,-6,225,0,-95,-128,-77,11
269,3.19,Z,14,1,112,0,214,30,40,3,Z,12,0,92,0,6,19,38,0,1,-2,-1,-20,0,-208,-11,-2,-3
270,5.19,Z,35,2,240,0,366,128,118,9,P,35,0,163,0,298,289,134,6,1,0,-2,-77,0,-68,161,16,-3
271,8.17,P,41,3,429,0,19,91,40,1,T,62,5,463,0,63,221,91,1,0,21,2,34,0,44,130,51,0
272,7.1,P,38,0,250,0,19,112,24,2,Z,34,12,226,0,166,153,353,2,1,-4,12,-24,0,147,41,329,0
273,4.32,P,26,3,145,0,59,126,96,4,T,40,11,193,0,287,126,47,3,1,14,8,48,0,228,0,-49,-1
274,10.57,Z,80,2,421,0,43,256,207,17,T,109,2,688,0,192,185,95,6,0,29,0,267,0,149,-71,-112,-11
275,9.59,T,57,0,829,0,29,133,93,13,P,38,2,625,0,17,131,63,0,1,-19,2,-204,0,-12,-2,-30,-13
276,8.29,T,93,5,618,0,546,224,81,13,T,103,0,539,0,75,277,136,12,1,10,-5,-79,0,-471,53,55,-1
277,9.37,Z,64,4,415,0,35,164,202,0,P,77,4,620,0,74,199,113,6,1,13,0,205,0,39,35,-89,6
278,7.39,P,40,4,394,0,51,76,91,0,P,27,0,357,0,1,47,43,1,0,-13,-4,-37,0,-50,-29,-48,1
279,9.59,Z,55,2,581,0,96,255,179,12,Z,87,0,631,0,27,202,177,7,0,32,-2,50,0,-69,-53,-2,-5
280,9.59,P,75,4,551,0,42,291,79,2,Z,63,1,619,0,33,540,347,3,0,-12,-3,68,0,-9,249,268,1
281,9.59,Z,44,1,951,15,125,138,273,0,Z,49,2,140,0,38,78,165,9,1,5,1,-811,-15,-87,-60,-108,9
282,9.58,T,108,5,525,0,157,235,174,0,P,82,0,559,0,47,429,164,5,0,-26,-5,34,0,-110,194,-10,5
283,5.25,T,64,0,404,0,261,191,98,7,Z,23,0,229,0,141,195,143,7,0,-41,0,-175,0,-120,4,45,0
284,7.25,Z,38,3,526,0,88,121,123,3,Z,47,0,236,0,77,172,285,10,0,9,-3,-290,0,-11,51,162,7
285,7.55,T,73,5,512,0,563,173,272,9,P,62,3,498,0,298,251,126,9,0,-11,-2,-14,0,-265,78,-146,0
286,5.22,Z,28,0,204,0,5,80,158,1,P,28,3,496,0,75,73,23,0,0,0,3,292,0,70,-7,-135,-1
287,9.02,T,56,6,320,0,146,137,194,0,T,61,4,573,0,380,174,120,1,0,5,-2,253,0,234,37,-74,1
288,9.59,Z,82,8,455,5,298,432,409,6,Z,86,11,327,0,284,344,334,9,1,4,3,-128,-5,-14,-88,-75,3
289,8.31,P,30,0,601,0,36,121,75,9,P,53,2,580,0,127,192,98,6,1,23,2,-21,0,91,71,23,-3
290,6.46,P,49,0,197,0,31,224,86,7,P,56,4,233,0,296,184,66,8,1,7,4,36,0,265,-40,-20,1
291,5.46,Z,37,0,292,0,219,137,205,6,Z,34,1,255,0,330,133,183,5,1,-3,1,-37,0,111,-4,-22,-1
292,3.45,Z,15,0,339,0,0,49,41,0,Z,15,2,67,0,10,19,60,0,1,0,2,-272,0,10,-30,19,0
293,9.58,T,46,0,463,0,8,168,87,8,T,47,0,333,0,0,96,116,0,1,1,0,-130,0,-8,-72,29,-8
294,7.56,Z,85,0,438,0,199,260,237,18,T,83,1,371,0,360,235,96,3,0,-2,1,-67,0,161,-25,-141,-15
295,1.5,P,5,0,94,0,0,18,13,0,P,4,0,110,0,0,31,4,0,1,-1,0,16,0,0,13,-9,0
296,9.58,Z,57,2,407,0,57,143,354,4,T,78,0,344,0,41,189,367,4,0,21,-2,-63,0,-16,46,13,0
297,9.59,Z,47,0,528,7,44,79,203,0,P,55,2,644,0,5,97,68,0,0,8,2,116,-7,-39,18,-135,0
298,4.07,T,39,0,198,0,506,112,149,12,T,23,2,160,0,297,123,44,4,0,-16,2,-38,0,-209,11,-105,-8
299,5.31,P,32,0,330,0,727,89,23,9,Z,28,4,182,0,98,83,147,2,0,-4,4,-148,0,-629,-6,124,-7
300,6.14,T,51,2,299,0,163,176,104,5,T,37,0,308,0,48,85,61,10,1,-14,-2,9,0,-115,-91,-43,5
301,5.18,P,11,0,396,0,0,17,13,0,P,26,0,382,0,0,54,44,0,0,15,0,-14,0,0,37,31,0
302,9.59,Z,77,0,865,0,108,245,221,12,Z,99,2,590,23,302,361,347,8,1,22,2,-275,23,194,116,126,-4
303,5.22,T,27,4,266,0,11,61,45,1,P,24,0,215,0,192,47,39,4,1,-3,-4,-51,0,181,-14,-6,3
304,4.53,P,12,0,92,0,0,19,17,0,P,21,3,194,0,9,39,34,3,0,9,3,102,0,9,20,17,3
305,7.46,T,90,0,270,0,524,308,189,9,Z,79,0,460,0,114,180,206,5,1,-11,0,190,0,-410,-128,17,-4
306,9.01,T,113,10,351,0,221,269,88,7,Z,70,0,740,0,40,135,150,3,0,-43,-10,389,0,-181,-134,62,-4
307,6.36,Z,36,0,338,0,29,97,92,2,T,21,0,289,0,0,36,48,0,0,-15,0,-49,0,-29,-61,-44,-2
308,9.3,T,76,4,454,0,31,157,110,1,Z,59,9,641,0,402,245,192,7,1,-17,5,187,0,371,88,82,6
309,9.59,T,50,0,422,0,16,52,67,3,T,45,0,563,0,0,32,125,0,1,-5,0,141,0,-16,-20,58,-3
310,9.59,Z,53,6,691,0,5,58,134,1,P,38,14,563,0,41,75,49,3,0,-15,8,-128,0,36,17,-85,2
311,9.58,P,57,1,591,0,19,257,68,0,P,47,0,772,0,0,91,76,0,0,-10,-1,181,0,-19,-166,8,0
312,9.59,T,57,0,920,0,2,145,115,0,Z,36,0,1070,0,30,85,126,5,0,-21,0,150,0,28,-60,11,5
313,9.58,Z,61,13,405,0,133,176,241,4,T,120,3,472,0,81,205,109,2,0,59,-10,67,0,-52,29,-132,-2
314,6.25,T,40,4,301,0,40,87,73,3,T,38,0,240,0,21,20,37,3,1,-2,-4,-61,0,-19,-67,-36,0
315,9.58,T,63,0,735,0,8,160,81,1,T,50,0,595,0,0,83,110,0,0,-13,0,-140,0,-8,-77,29,-1
316,10.05,Z,114,6,479,3,516,479,379,25,Z,94,0,564,62,441,481,504,11,1,-20,-6,85,59,-75,2,125,-14
317,1.09,P,3,0,12,0,6,29,3,2,P,4,0,50,0,0,35,6,0,0,1,0,38,0,-6,6,3,-2
318,10.15,T,58,3,505,0,11,273,93,0,Z,63,9,516,1,28,337,206,0,1,5,6,11,1,17,64,113,0
319,4.12,T,25,1,316,0,330,157,48,5,P,18,0,179,0,19,108,67,6,0,-7,-1,-137,0,-311,-49,19,1
320,9.59,P,50,3,694,0,278,310,302,10,P,50,0,701,0,9,217,143,3,0,0,-3,7,0,-269,-93,-159,-7
321,9.5,T,103,4,538,0,169,233,319,10,Z,42,0,576,0,199,299,173,4,0,-61,-4,38,0,30,66,-146,-6
322,8.13,T,53,1,313,0,0,57,78,0,Z,37,0,175,0,39,44,110,3,1,-16,-1,-138,0,39,-13,32,3
323,7.13,P,36,3,511,0,2,50,52,0,T,49,1,569,0,54,282,164,3,1,13,-2,58,0,52,232,112,3
324,5.39,T,13,0,323,0,0,33,39,0,P,21,0,391,0,0,42,48,0,0,8,0,68,0,0,9,9,0
325,5.11,Z,27,1,438,0,42,107,101,0,P,23,1,189,0,3,123,39,0,1,-4,0,-249,0,-39,16,-62,0
326,10.54,Z,55,3,597,0,27,355,236,1,P,53,9,416,0,24,138,81,1,0,-2,6,-181,0,-3,-217,-155,0
327,10.11,Z,63,0,360,0,6,71,191,2,Z,59,0,381,0,283,154,284,3,0,-4,0,21,0,277,83,93,1
328,6.27,Z,33,4,193,0,621,154,243,0,Z,56,1,450,0,36,166,190,1,0,23,-3,257,0,-585,12,-53,1
329,6.51,P,50,1,596,0,58,236,43,5,T,37,2,305,0,1,83,247,0,1,-13,1,-291,0,-57,-153,204,-5
330,9.59,T,47,0,795,0,16,180,149,4,T,82,0,525,0,33,146,103,12,1,35,0,-270,0,17,-34,-46,8
331,8.05,Z,40,1,264,0,21,68,130,0,T,34,0,215,0,21,24,40,3,0,-6,-1,-49,0,0,-44,-90,3
332,5.59,T,30,2,261,0,32,186,108,2,T,39,3,302,0,5,80,75,0,0,9,1,41,0,-27,-106,-33,-2
333,5.28,Z,33,0,255,0,17,68,102,5,Z,28,0,244,0,15,48,128,0,0,-5,0,-11,0,-2,-20,26,-5
334,2.14,T,9,0,119,0,161,14,26,1,Z,6,0,44,0,37,13,96,4,0,-3,0,-75,0,-124,-1,70,3
335,6.28,T,39,0,354,0,22,49,49,2,P,34,1,205,0,3,73,42,0,1,-5,1,-149,0,-19,24,-7,-2
336,7.03,P,50,0,533,0,32,122,53,2,Z,43,1,307,0,237,142,207,7,0,-7,1,-226,0,205,20,154,5
337,8.17,Z,58,4,898,0,28,175,155,0,T,81,3,306,0,110,100,147,3,1,23,-1,-592,0,82,-75,-8,3
338,7.07,P,71,1,633,0,397,196,119,8,Z,36,2,341,0,157,130,240,5,0,-35,1,-292,0,-240,-66,121,-3
339,9.58,T,22,0,327,0,0,27,43,0,P,56,5,510,0,12,110,78,0,1,34,5,183,0,12,83,35,0
340,8.34,T,56,4,417,0,6,96,77,0,P,38,0,639,0,28,216,59,7,0,-18,-4,222,0,22,120,-18,7
341,4.28,T,26,0,164,0,222,102,65,5,T,50,3,210,0,299,107,82,11,1,24,3,46,0,77,5,17,6
342,10.08,T,38,6,696,0,10,65,72,0,P,53,0,556,0,22,124,59,7,1,15,-6,-140,0,12,59,-13,7
343,3.4,P,20,0,125,0,326,63,151,5,T,25,1,117,0,421,39,94,5,0,5,1,-8,0,95,-24,-57,0
344,9.59,P,72,9,637,0,82,130,97,0,T,77,1,672,0,56,178,110,13,0,5,-8,35,0,-26,48,13,13
345,4.3,Z,23,2,282,0,127,87,140,4,Z,19,0,104,1,1,47,54,0,0,-4,-2,-178,1,-126,-40,-86,-4
346,8.18,Z,31,2,219,0,16,132,180,0,P,79,6,682,0,104,173,84,2,1,48,4,463,0,88,41,-96,2
347,7.5,Z,37,6,514,0,278,201,210,0,Z,47,0,412,0,69,132,134,6,1,10,-6,-102,0,-209,-69,-76,6
348,3.08,T,18,0,93,0,9,53,53,5,T,10,0,216,0,27,46,44,3,0,-8,0,123,0,18,-7,-9,-2
349,9.26,Z,59,6,397,1,141,215,340,8,Z,58,13,321,0,371,151,218,6,0,-1,7,-76,-1,230,-64,-122,-2
350,9.59,T,67,3,961,0,11,169,95,5,Z,61,0,422,0,35,227,251,6,1,-6,-3,-539,0,24,58,156,1
351,9.23,Z,60,0,396,0,50,220,226,3,Z,43,0,451,0,99,251,354,13,0,-17,0,55,0,49,31,128,10
352,7.55,T,33,7,548,0,15,79,38,1,P,34,2,491,0,12,128,44,0,1,1,-5,-57,0,-3,49,6,-1
353,9.59,T,61,0,971,0,389,172,119,8,Z,67,5,510,0,5,200,250,0,1,6,5,-461,0,-384,28,131,-8
354,6.54,T,63,0,745,0,509,160,115,18,Z,47,0,247,0,94,121,258,6,0,-16,0,-498,0,-415,-39,143,-12
355,8.39,Z,84,8,283,1,433,235,432,6,T,110,0,397,0,147,294,136,9,1,26,-8,114,-1,-286,59,-296,3
356,2.39,T,6,0,104,0,114,57,45,4,T,13,0,104,0,486,63,73,5,0,7,0,0,0,372,6,28,1
357,3.37,T,15,0,154,0,1,38,28,0,P,12,0,178,0,0,80,23,0,0,-3,0,24,0,-1,42,-5,0
358,6.51,P,31,1,342,0,178,105,47,1,P,43,0,358,0,1,90,44,4,0,12,-1,16,0,-177,-15,-3,3
359,8.08,P,51,7,280,0,14,263,153,2,T,56,6,608,1,167,196,120,0,1,5,-1,328,1,153,-67,-33,-2
360,9.58,T,82,0,643,0,0,146,151,0,P,72,0,667,0,486,414,79,17,1,-10,0,24,0,486,268,-72,17
361,9.59,Z,65,8,815,0,33,179,214,2,T,84,7,567,0,75,304,149,0,1,19,-1,-248,0,42,125,-65,-2
362,10.38,Z,60,5,713,0,194,341,339,7,T,62,0,534,0,51,75,111,7,1,2,-5,-179,0,-143,-266,-228,0
363,7.2,T,49,0,561,0,1,183,58,1,P,39,0,359,0,18,132,190,10,1,-10,0,-202,0,17,-51,132,9
364,7.13,Z,40,0,366,0,59,225,113,5,P,34,1,637,0,18,52,51,2,0,-6,1,271,0,-41,-173,-62,-3
365,9.59,T,57,0,754,0,5,163,152,10,Z,44,1,368,0,24,58,132,0,1,-13,1,-386,0,19,-105,-20,-10
366,5.28,Z,26,1,128,0,155,72,85,5,Z,33,3,405,0,52,59,113,6,1,7,2,277,0,-103,-13,28,1
367,9.59,Z,57,2,727,0,51,128,153,6,T,76,0,841,0,7,160,132,2,0,19,-2,114,0,-44,32,-21,-4
368,6.55,Z,47,0,371,0,235,111,328,3,Z,43,0,329,0,359,49,111,5,1,-4,0,-42,0,124,-62,-217,2
369,9.55,Z,73,0,290,0,34,159,210,7,P,72,1,724,0,133,336,265,11,1,-1,1,434,0,99,177,55,4
370,9.59,P,52,0,968,0,0,92,74,0,Z,58,2,847,0,87,189,267,1,1,6,2,-121,0,87,97,193,1
371,6.06,Z,34,0,350,0,9,160,165,1,Z,32,0,158,0,320,128,114,6,0,-2,0,-192,0,311,-32,-51,5
372,9.58,P,54,7,450,0,20,118,141,0,Z,66,6,411,0,75,135,180,0,0,12,-1,-39,0,55,17,39,0
373,4.24,T,15,5,276,0,18,15,15,0,Z,21,0,127,0,224,25,100,3,1,6,-5,-149,0,206,10,85,3
374,5.44,Z,28,1,87,0,83,45,150,0,Z,21,0,181,0,22,34,69,0,1,-7,-1,94,0,-61,-11,-81,0
375,6.56,Z,33,0,262,22,86,204,154,0,P,41,0,494,0,5,183,79,11,1,8,0,232,-22,-81,-21,-75,11
376,5.04,Z,35,2,175,0,484,102,197,6,P,33,0,294,0,336,231,33,4,1,-2,-2,119,0,-148,129,-164,-2
377,3.31,P,14,0,62,0,2,38,39,1,Z,17,0,83,0,79,38,105,6,1,3,0,21,0,77,0,66,5
378,9.59,T,78,2,492,0,39,226,118,5,T,67,0,600,0,66,216,123,8,1,-11,-2,108,0,27,-10,5,3
379,9.59,Z,94,0,1012,0,103,88,254,3,T,55,0,513,0,3,108,90,4,1,-39,0,-499,0,-100,20,-164,1
380,3.15,T,11,2,205,0,0,20,18,0,T,11,0,356,0,7,76,27,1,1,0,-2,151,0,7,56,9,1
381,10.03,Z,61,0,475,0,5,244,206,1,T,85,2,478,0,67,304,142,4,1,24,2,3,0,62,60,-64,3
382,9.58,T,106,0,640,241,270,313,321,0,T,89,0,690,0,25,158,149,2,0,-17,0,50,-241,-245,-155,-172,2
383,4.1,T,17,0,335,0,0,55,59,0,P,17,0,132,0,4,78,175,1,0,0,0,-203,0,4,23,116,1
384,9.57,T,59,3,386,0,143,154,165,2,T,72,0,950,0,84,129,74,7,0,13,-3,564,0,-59,-25,-91,5
385,9.43,Z,66,0,750,0,63,274,269,11,P,46,0,686,0,5,150,85,4,0,-20,0,-64,0,-58,-124,-184,-7
386,7.17,T,52,0,458,0,20,91,97,5,T,48,0,469,0,19,82,76,9,0,-4,0,11,0,-1,-9,-21,4
387,9.59,Z,46,0,370,0,68,167,145,3,T,53,3,633,0,33,137,66,0,1,7,3,263,0,-35,-30,-79,-3
388,9.56,P,54,1,627,0,15,190,216,0,T,75,8,642,0,859,244,226,7,1,21,7,15,0,844,54,10,7
389,7.26,P,62,0,535,0,70,100,58,9,T,88,0,314,0,330,218,115,16,1,26,0,-221,0,260,118,57,7
390,7.41,T,77,3,426,0,121,111,78,6,Z,50,1,277,0,88,93,119,1,0,-27,-2,-149,0,-33,-18,41,-5
391,4.42,P,23,2,125,0,85,92,87,0,T,23,2,168,0,252,85,75,3,1,0,0,43,0,167,-7,-12,3
392,9.59,T,52,6,647,0,19,189,113,0,Z,53,0,155,0,37,91,123,6,0,1,-6,-492,0,18,-98,10,6
393,6.38,P,25,0,383,0,0,105,38,1,T,38,6,518,6,42,192,79,1,1,13,6,135,6,42,87,41,0
394,6.42,T,60,0,349,0,177,180,106,8,T,53,3,343,0,262,153,88,4,1,-7,3,-6,0,85,-27,-18,-4
395,6.53,T,64,0,472,0,143,216,87,3,P,53,3,418,0,210,177,108,7,1,-11,3,-54,0,67,-39,21,4
396,9.59,Z,45,5,551,1,67,245,164,4,P,55,0,795,0,84,275,75,8,0,10,-5,244,-1,17,30,-89,4
397,10.06,Z,88,6,458,0,768,163,319,2,T,98,0,295,0,18,157,160,6,0,10,-6,-163,0,-750,-6,-159,4
398,2.37,P,12,0,89,0,7,89,32,4,T,12,0,123,0,129,28,51,3,1,0,0,34,0,122,-61,19,-1
399,10.21,Z,76,0,380,45,377,261,397,0,Z,67,0,300,0,27,144,187,5,0,-9,0,-80,-45,-350,-117,-210,5
400,5.54,T,26,4,220,0,359,44,47,0,P,14,0,120,0,0,7,26,0,0,-12,-4,-100,0,-359,-37,-21,0
401,5.41,P,33,2,359,2,12,129,30,0,Z,28,0,255,6,24,79,105,0,0,-5,-2,-104,4,12,-50,75,0
402,10.05,P,50,3,670,0,25,252,105,7,T,53,8,720,0,10,224,183,0,0,3,5,50,0,-15,-28,78,-7
403,6.36,P,46,1,292,0,199,145,299,10,T,55,1,658,0,116,181,71,5,1,9,0,366,0,-83,36,-228,-5
404,6.5,P,30,0,400,0,347,113,61,9,P,42,3,251,1,41,98,115,8,1,12,3,-149,1,-306,-15,54,-1
405,2.3,Z,8,0,66,0,219,23,29,4,P,7,2,132,0,1,11,3,0,1,-1,2,66,0,-218,-12,-26,-4
406,9.59,T,74,1,586,0,46,211,218,9,Z,89,0,720,0,286,298,204,27,0,15,-1,134,0,240,87,-14,18
407,10.2,P,58,0,195,0,0,137,124,0,T,87,1,728,0,47,326,151,6,1,29,1,533,0,47,189,27,6
408,3.25,Z,12,0,279,0,0,46,44,0,T,13,0,137,0,142,49,27,2,0,1,0,-142,0,142,3,-17,2
409,8.56,T,62,0,513,0,21,150,125,4,P,53,1,735,0,105,85,95,4,0,-9,1,222,0,84,-65,-30,0
410,9.58,T,52,0,558,0,0,115,133,0,Z,78,16,486,0,66,290,273,1,1,26,16,-72,0,66,175,140,1
411,5.48,Z,30,0,245,0,0,35,124,0,T,32,0,161,0,52,60,28,3,1,2,0,-84,0,52,25,-96,3
412,9.16,Z,66,10,514,0,262,184,324,6,P,48,0,501,0,36,102,64,3,0,-18,-10,-13,0,-226,-82,-260,-3
413,8.58,Z,56,0,536,0,286,109,189,8,P,57,3,458,0,55,132,86,1,0,1,3,-78,0,-231,23,-103,-7
414,9.59,Z,62,5,738,0,20,55,146,0,P,30,0,1006,0,0,105,100,0,0,-32,-5,268,0,-20,50,-46,0
415,4.54,Z,28,6,191,0,175,79,146,0,T,31,0,109,0,153,70,159,6,0,3,-6,-82,0,-22,-9,13,6
416,8.38,T,53,5,327,0,5,24,68,2,P,36,1,504,0,9,64,43,2,0,-17,-4,177,0,4,40,-25,0
417,9.59,T,111,4,416,17,529,275,323,3,Z,135,7,441,0,578,212,264,7,0,24,3,25,-17,49,-63,-59,4
418,3.54,Z,17,5,373,0,93,81,132,1,Z,19,2,291,0,104,31,123,0,0,2,-3,-82,0,11,-50,-9,-1
419,9.29,Z,40,3,370,0,6,139,201,3,T,50,0,570,0,0,98,95,0,1,10,-3,200,0,-6,-41,-106,-3
420,7.59,Z,65,0,513,27,628,182,347,3,Z,66,10,302,0,260,194,227,6,0,1,10,-211,-27,-368,12,-120,3
421,5.02,Z,23,0,227,0,8,61,84,1,P,28,0,350,0,20,142,37,13,0,5,0,123,0,12,81,-47,12
422,8.55,P,49,0,321,0,9,405,106,4,T,51,0,396,0,1,210,88,0,1,2,0,75,0,-8,-195,-18,-4
423,2.32,Z,8,1,126,0,30,16,58,0,T,10,0,82,0,0,8,14,0,0,2,-1,-44,0,-30,-8,-44,0
424,4.47,Z,19,0,160,0,8,45,140,1,Z,29,3,152,0,16,94,96,0,1,10,3,-8,0,8,49,-44,-1
